Channel 1,Channel 2,Channel 3,Channel 4
-83.8,-77.34,-6.46,-49.457
-83.95,-80.86,-3.09,-32.602
-84.09,-80.86,-3.23,-33.295
-84.23,-80.86,-3.37,-33.99
-84.38,-80.86,-3.52,-34.687
-84.52,-80.86,-3.66,-35.388
-84.67,-80.86,-3.81,-36.09
-84.81,-80.86,-3.95,-36.796
-84.95,-80.86,-4.09,-37.504
-85.1,-80.86,-4.24,-38.215
-85.24,-80.86,-4.38,-38.928
-85.39,-80.86,-4.53,-39.644
-85.53,-80.86,-4.67,-40.363
-85.67,-80.86,-4.81,-41.084
-85.82,-80.86,-4.96,-41.808
-85.96,-80.86,-5.1,-42.534
-86.11,-80.86,-5.25,-43.263
-86.25,-80.86,-5.39,-43.995
-86.39,-80.86,-5.53,-44.73
-86.54,-84.37,-2.16,-27.856
-86.68,-84.37,-2.31,-28.529
-86.83,-80.86,-5.97,-46.817
-86.97,-84.37,-2.59,-29.95
-87.11,-84.37,-2.74,-30.632
-87.26,-84.37,-2.88,-31.316
-87.4,-84.37,-3.03,-32.003
-87.55,-84.37,-3.17,-32.693
-87.69,-84.37,-3.31,-33.385
-87.83,-84.37,-3.46,-34.08
-87.98,-84.37,-3.6,-34.778
-88.12,-84.37,-3.75,-35.478
-88.27,-84.37,-3.89,-36.181
-88.41,-84.37,-4.03,-36.887
-88.55,-84.37,-4.18,-37.595
-88.7,-84.37,-4.32,-38.306
-88.84,-84.37,-4.47,-39.02
-88.99,-84.37,-4.61,-39.737
-89.13,-84.37,-4.75,-40.456
-89.27,-84.37,-4.9,-41.178
-89.42,-84.37,-5.04,-41.903
-89.56,-84.37,-5.19,-42.63
-89.71,-84.37,-5.33,-43.361
-89.85,-84.37,-5.47,-44.093
-89.99,-84.37,-5.62,-44.829
-89.86,-84.37,-5.49,-44.188
-89.72,-84.37,-5.34,-43.481
-89.57,-87.89,-1.68,-25.161
-89.43,-87.89,-1.54,-24.383
-89.29,-87.89,-1.4,-23.602
-89.14,-87.89,-1.25,-22.818
-89,-87.89,-1.11,-22.032
-88.85,-87.89,0,-16.415
-88.71,-87.89,0,-16.327
-88.57,-87.89,0,-16.239
-88.42,-87.89,0,-16.15
-88.28,-87.89,0,-16.062
-88.13,-87.89,0,-15.974
-87.99,-87.89,0,-15.887
-87.85,-87.89,0,-15.799
-87.7,-87.89,0,-15.711
-87.56,-87.89,0,-15.624
-87.41,-87.89,0,-15.537
-87.27,-87.89,0,-15.449
-87.13,-91.41,4.28,6.076
-86.98,-87.89,0,-15.195
-86.84,-87.89,1.05,-9.839
-86.69,-87.89,1.2,-9.011
-86.55,-87.89,1.34,-8.181
-86.41,-87.89,1.48,-7.349
-86.26,-87.89,1.63,-6.514
-86.12,-87.89,1.77,-5.677
-85.97,-87.89,1.92,-4.838
-85.83,-87.89,2.06,-3.996
-85.69,-87.89,2.2,-3.151
-85.54,-87.89,2.35,-2.304
-85.4,-87.89,2.49,-1.455
-85.25,-87.89,2.64,-0.604
-85.11,-91.41,6.3,17.862
-84.97,-91.41,6.44,18.784
-84.82,-91.41,6.58,19.708
-84.68,-91.41,6.73,20.635
-84.53,-91.41,6.87,21.564
-84.39,-91.41,7.02,22.496
-84.25,-91.41,7.16,23.429
-84.1,-91.41,7.3,24.365
-83.96,-91.41,7.45,25.303
-83.81,-91.41,7.59,26.243
-83.67,-91.41,7.74,27.185
-83.53,-91.41,7.88,28.129
-83.38,-91.41,8.02,29.076
-83.24,-91.41,8.17,30.024
-83.09,-91.41,8.31,30.975
-82.95,-91.41,8.46,31.927
-82.81,-91.41,8.6,32.882
-82.66,-91.41,8.74,33.838
-82.52,-91.41,8.89,34.797
-82.37,-91.41,9.03,35.757
-82.23,-91.41,9.18,36.719
-82.09,-91.41,9.32,37.683
-81.94,-91.41,9.46,38.649
-81.8,-91.41,9.61,39.617
-81.65,-91.41,9.75,40.587
-81.51,-91.41,9.9,41.558
-81.37,-91.41,10.04,42.531
-81.22,-91.41,10.18,43.506
-81.08,-91.41,10.33,44.483
-80.94,-87.89,6.96,27.85
-80.79,-91.41,10.62,46.376
-80.65,-91.41,10.76,47.358
-80.5,-91.41,10.9,48.341
