Channel 1,Channel 2,Channel 3,Channel 4
90,119.53,-29.53,24.113
90,119.53,-29.53,24.036
90,119.53,-29.53,23.96
90,119.53,-29.53,23.884
90,119.53,-29.53,23.807
90,119.53,-29.53,23.731
90,119.53,-29.53,23.654
90,119.53,-29.53,23.578
90,119.53,-29.53,23.502
90,119.53,-29.53,23.425
90,119.53,-29.53,23.349
90,119.53,-29.53,23.272
90,119.53,-29.53,23.196
90,119.53,-29.53,23.119
90,119.53,-29.53,23.043
90,119.53,-29.53,22.967
90,119.53,-29.53,22.89
90,119.53,-29.53,22.814
90,119.53,-29.53,22.737
90,119.53,-29.53,22.661
90,119.53,-29.53,22.584
90,123.05,-33.05,19.23
90,123.05,-33.05,19.145
90,119.53,-29.53,22.337
90,119.53,-29.53,22.26
90,119.53,-29.53,22.184
90,119.53,-29.53,22.108
90,119.53,-29.53,22.031
90,119.53,-29.53,21.955
90,123.05,-33.05,18.601
90,119.53,-29.53,21.793
90,119.53,-29.53,21.716
90,123.05,-33.05,18.362
90,123.05,-33.05,18.277
90,119.53,-29.53,21.469
90,119.53,-29.53,21.392
90,123.05,-33.05,18.038
90,123.05,-33.05,17.953
90,123.05,-33.05,17.867
90,123.05,-33.05,17.782
90,123.05,-33.05,17.696
90,123.05,-33.05,17.611
90,123.05,-33.05,17.525
90,123.05,-33.05,17.439
90,123.05,-33.05,17.354
90,123.05,-33.05,17.268
90,123.05,-33.05,17.183
90,123.05,-33.05,17.097
90,123.05,-33.05,17.012
90,123.05,-33.05,16.926
90,123.05,-33.05,16.841
90,123.05,-33.05,16.755
90,123.05,-33.05,16.669
90,123.05,-33.05,16.584
90,123.05,-33.05,16.498
90,123.05,-33.05,16.413
90,123.05,-33.05,16.327
90,123.05,-33.05,16.242
90,123.05,-33.05,16.156
90,123.05,-33.05,16.071
90,123.05,-33.05,15.985
90,123.05,-33.05,15.899
90,123.05,-33.05,15.814
90,123.05,-33.05,15.728
90,123.05,-33.05,15.643
90,123.05,-33.05,15.557
90,123.05,-33.05,15.472
90,123.05,-33.05,15.386
90,123.05,-33.05,15.3
90,123.05,-33.05,15.215
90,123.05,-33.05,15.129
90,123.05,-33.05,15.044
90,123.05,-33.05,14.958
90,123.05,-33.05,14.873
90,123.05,-33.05,14.787
90,123.05,-33.05,14.701
90,123.05,-33.05,14.616
90,123.05,-33.05,14.53
90,123.05,-33.05,14.445
90,123.05,-33.05,14.359
90,123.05,-33.05,14.274
90,123.05,-33.05,14.188
90,123.05,-33.05,14.102
90,123.05,-33.05,14.017
90,123.05,-33.05,13.931
90,123.05,-33.05,13.846
90,123.05,-33.05,13.76
90,123.05,-33.05,13.674
90,123.05,-33.05,13.589
90,123.05,-33.05,13.503
90,123.05,-33.05,13.418
90,123.05,-33.05,13.332
90,123.05,-33.05,13.247
90,123.05,-33.05,13.161
90,123.05,-33.05,13.075
90,123.05,-33.05,12.99
90,123.05,-33.05,12.904
90,123.05,-33.05,12.819
90,123.05,-33.05,12.733
90,123.05,-33.05,12.647
90,123.05,-33.05,12.562
90,123.05,-33.05,12.476
90,123.05,-33.05,12.391
90,123.05,-33.05,12.305
90,123.05,-33.05,12.219
90,123.05,-33.05,12.134
90,123.05,-33.05,12.048
90,123.05,-33.05,11.963
90,123.05,-33.05,11.877
90,123.05,-33.05,11.791
90,123.05,-33.05,11.706
90,123.05,-33.05,11.62
90,123.05,-33.05,11.535
90,123.05,-33.05,11.449
90,123.05,-33.05,11.363
90,123.05,-33.05,11.278
90,123.05,-33.05,11.192
90,123.05,-33.05,11.107
90,123.05,-33.05,11.021
90,123.05,-33.05,10.935
90,123.05,-33.05,10.85
90,123.05,-33.05,10.764
90,123.05,-33.05,10.679
90,123.05,-33.05,10.593
90,123.05,-33.05,10.507
90,123.05,-33.05,10.422
90,123.05,-33.05,10.336
90,123.05,-33.05,10.251
90,123.05,-33.05,10.165
90,123.05,-33.05,10.079
90,123.05,-33.05,9.994
90,123.05,-33.05,9.908
90,123.05,-33.05,9.823
90,123.05,-33.05,9.737
90,123.05,-33.05,9.651
90,123.05,-33.05,9.566
90,123.05,-33.05,9.48
90,123.05,-33.05,9.394
90,123.05,-33.05,9.309
90,123.05,-33.05,9.223
90,123.05,-33.05,9.138
90,123.05,-33.05,9.052
90,123.05,-33.05,8.966
90,123.05,-33.05,8.881
90,123.05,-33.05,8.795
90,123.05,-33.05,8.71
90,123.05,-33.05,8.624
90,123.05,-33.05,8.538
90,123.05,-33.05,8.453
90,123.05,-33.05,8.367
90,123.05,-33.05,8.281
90,123.05,-33.05,8.196
90,123.05,-33.05,8.11
90,123.05,-33.05,8.025
90,123.05,-33.05,7.939
90,123.05,-33.05,7.853
90,123.05,-33.05,7.768
90,123.05,-33.05,7.682
90,123.05,-33.05,7.596
90,123.05,-33.05,7.511
90,123.05,-33.05,7.425
90,123.05,-33.05,7.34
90,123.05,-33.05,7.254
90,123.05,-33.05,7.168
90,123.05,-33.05,7.083
90,123.05,-33.05,6.997
90,123.05,-33.05,6.911
90,123.05,-33.05,6.826
90,123.05,-33.05,6.74
90,123.05,-33.05,6.654
90,123.05,-33.05,6.569
90,123.05,-33.05,6.483
90,123.05,-33.05,6.398
90,123.05,-33.05,6.312
90,123.05,-33.05,6.226
90,123.05,-33.05,6.141
90,123.05,-33.05,6.055
90,123.05,-33.05,5.969
90,123.05,-33.05,5.884
90,123.05,-33.05,5.798
90,123.05,-33.05,5.712
90,123.05,-33.05,5.627
90,123.05,-33.05,5.541
90,123.05,-33.05,5.456
90,123.05,-33.05,5.37
90,123.05,-33.05,5.284
90,123.05,-33.05,5.199
90,123.05,-33.05,5.113
90,123.05,-33.05,5.027
90,123.05,-33.05,4.942
90,123.05,-33.05,4.856
90,123.05,-33.05,4.77
90,123.05,-33.05,4.685
90,123.05,-33.05,4.599
90,123.05,-33.05,4.513
90,123.05,-33.05,4.428
90,123.05,-33.05,4.342
90,123.05,-33.05,4.256
90,123.05,-33.05,4.171
90,123.05,-33.05,4.085
90,123.05,-33.05,4
90,123.05,-33.05,3.914
90,123.05,-33.05,3.828
90,123.05,-33.05,3.743
90,126.56,-36.56,0.379
90,123.05,-33.05,3.562
90,123.05,-33.05,3.476
90,123.05,-33.05,3.391
90,123.05,-33.05,3.305
90,123.05,-33.05,3.22
90,123.05,-33.05,3.134
90,123.05,-33.05,3.048
90,123.05,-33.05,2.963
90,123.05,-33.05,2.877
90,123.05,-33.05,2.791
90,123.05,-33.05,2.706
90,123.05,-33.05,2.62
90,123.05,-33.05,2.534
90,123.05,-33.05,2.449
90,123.05,-33.05,2.363
90,123.05,-33.05,2.277
90,123.05,-33.05,2.192
90,123.05,-33.05,2.106
90,123.05,-33.05,2.02
90,123.05,-33.05,1.935
90,123.05,-33.05,1.849
90,123.05,-33.05,1.763
90,123.05,-33.05,1.678
90,123.05,-33.05,1.592
